take	remove	0.11809049015151517
walk	trail	0.1779357044117647
feed	starve	0.2170542076923078
shine	polish	0.026798432954545436
calculate	add	0.13737760000000004
cheat	sneak	0.12396466562500004
pardon	forgive	0.2750883
smell	sniff	0.25561791999999994
plow	dig	0.18378986250000004
believe	pretend	0.19013286285714287
tap	pat	0.03230171857142856
condemn	kill	0.1247558686274509
crunch	crack	0.1026311577380952
erode	destroy	0.1548388
try	practice	-0.004124573999999996
tear	fold	0.06413887979797976
replace	move	0.18746884880952383
respond	ignore	0.3986853533333334
rationalize	argue	0.2858115166666667
laugh	sing	0.180696635
attack	sneak	0.13240281666666662
descend	go	0.10083670500000001
decompose	dissolve	0.2306633916666666
miss	catch	0.018960592307692335
yell	accuse	0.12599757499999997
feel	touch	0.1345710389978214
connect	separate	0.08801424354066983
decay	deteriorate	0.25405706875
protect	defend	0.48555097142857134
bake	broil	0.1352379
remove	detach	0.22079750740740736
describe	define	0.4433833300000001
drive	walk	0.10434124567474044
build	grow	0.21864795916666663
decay	decompose	0.2274225625
cover	protect	0.10309016805555554
dislike	ignore	0.16780889999999998
forget	recall	0.15240938541666665
comprehend	learn	0.30817057222222227
reflect	look	0.09931972142857144
defeat	beat	0.20923051617647054
know	inform	0.14769868888888893
remind	repeat	0.21626378333333332
go	let	0.15409569285714286
dislike	disown	0.2291649
go	advance	0.05293689114285709
produce	reproduce	0.28641792499999996
recommend	assist	0.15046539333333336
shake	shiver	0.14903444285714282
take	carry	0.10281717511086458
accomplish	succeed	0.281388375
drive	operate	0.049415644957983174
ask	tell	0.23685353333333325
gather	reap	0.1299538
bend	break	0.0519903859589041
tear	break	0.09859657549467264
jump	skip	0.1838090726190476
agree	admit	0.2686669803571429
give	bring	0.20305581919191906
go	move	0.1065607866666667
kill	shoot	0.2490813713903744
crunch	chew	0.07523941428571429
carry	tow	0.07469470975609752
sing	hum	0.19259473714285713
dismay	upset	0.2472846
shun	ignore	0.11906328999999997
believe	know	0.2841463233333333
hurt	smash	0.06746068125
prefer	hate	0.08715355
cook	bake	0.23584398214285712
reprimand	yell	0.08896189166666664
break	destroy	0.130204581849315
hit	slap	0.13969901979166663
wrap	tie	0.1326370880952381
upset	frustrate	0.049392264705882344
show	preview	0.17843946041666667
accuse	tell	0.16075613888888884
hate	disown	0.1705254
pounce	bounce	0.205559235
respect	like	0.06283612121212123
sell	purchase	0.41110987555555567
put	take	0.12816157613636356
charge	cover	0.012695138402777775
melt	freeze	0.2566636785714287
agree	differ	0.2527870071428572
flap	fold	0.14836000505050498
die	survive	0.23082191428571425
pull	lift	0.1462110344099378
hitch	ride	0.11851391979166663
live	let	0.04716852763157895
sow	plow	0.17734197499999999
destroy	kill	0.4017267294117648
obtain	get	0.2098209873873874
buy	sell	0.46748681481481474
deposit	put	-0.01391047166666667
rise	wake	0.06715772962962963
pray	kneel	0.453403125
jump	climb	0.24156346349206348
rescue	survive	0.21982012500000003
succeed	overcome	0.23199494999999998
look	examine	0.12419321714285717
delay	pause	0.19557608750000002
take	use	0.059840948776223764
color	decorate	0.09595737166666668
get	achieve	0.20368987027027025
drink	intoxicate	0.14299604666666665
die	deteriorate	0.0814903285714286
treat	buy	0.14963139
dump	waste	0.22488234562499998
learn	evaluate	0.23801250833333332
know	meet	0.0600410172222223
compete	finish	0.21169143333333332
sing	rap	0.13211613199999997
beat	kill	0.0757917897923876
thaw	melt	0.2246062857142857
kidnap	capture	0.31666930909090907
gulp	slurp	0.21288620000000003
walk	jog	0.1583071220588235
think	presume	0.2615339410714286
say	speak	0.23803809666666667
tend	help	0.08050754444444447
see	meet	0.06419612586666663
preview	look	0.09518452857142859
forget	decay	0.05414669062500002
kick	punch	0.26540485595238106
claim	take	0.027217369008264467
sell	borrow	0.30246081666666663
confuse	understand	0.28620076800000005
want	crave	0.1419148555555555
veer	look	0.04867527499999998
persuade	discourage	0.28561825
arrive	depart	0.452204925
skip	miss	0.036886093749999994
talk	describe	0.045698527272727295
take	acquire	0.09795914415584403
perform	entertain	0.3371008583333334
wipe	wash	0.16318457857142854
pray	hope	0.20925934444444444
decline	lower	0.07268372102272726
determine	understand	0.25320553249999994
sting	prick	0.07825036419753084
search	seek	0.1779728333333334
disprove	dislike	-0.013183499999999978
pull	detach	0.16018306666666665
disbelieve	believe	0.3603099
lean	fall	0.015269828409090892
get	grab	0.20389134087837846
control	hold	0.04689964994152039
alter	change	0.22783824899999996
kidnap	take	0.08840294772727272
disturb	interrupt	0.11870597500000002
seem	appear	0.2674096107142857
repeat	do	-0.031196441666666654
compose	create	0.2680342388888889
justify	prove	0.2870848466666667
separate	combine	0.12810576473684215
disintegrate	melt	0.27379419047619047
have	hold	0.0
kill	live	0.041049130340557294
descend	lower	0.10222837968750002
disprove	agree	0.20374085714285714
run	hurry	0.03953854590643276
reap	gain	0.20288757692307696
rub	hold	0.07545118444444446
finish	start	0.16053456696969692
pull	tow	0.18263348478260866
swap	give	0.025612828148148144
annoy	aggravate	0.2768932
deteriorate	disappear	0.33194769999999996
hike	trail	0.35621545
compute	add	0.13715779999999997
pull	strain	0.05072800847826084
assault	hit	0.0853731773809524
inhale	breathe	0.3492450500000001
sneak	lie	0.06747281375
brush	paint	0.2327468266666666
want	get	0.19791690420420432
create	imagine	0.2188182083333333
travel	move	0.12370714391534386
desire	need	0.24809151904761906
rationalize	think	0.11099119464285714
hide	deny	0.14252674523809522
increase	raise	0.18009694619047634
talk	criticize	0.11381710454545453
determine	discover	0.1902691390625
